text,emotion
 Dayzie72 MikeCrawshaw4 SionMaiden westcottpiemont gremlin100 mad4farming ,neutral
 MikeCrawshaw4 SionMaiden westcottpiemont gremlin100 stevie farm mad4farming Thats what I have been thinking,approval
 emmie cowie SionMaiden westcottpiemont gremlin100 stevie farm mad4farming The ground underneath is,neutral
Strawberries and Pears Warm enough to be pretty cold enough to be naturally pest free pre Sprin,neutral
Thank goodness Weve had no heating for a week Desperate to warm up,gratitude
its started in Porthcawl tonight ,neutral
push it a bit North East quickly,neutral
6C could be a pretty rapid thaw keep your wellies on ,admiration
Im at the top of the hill winning ,neutral
 VindolandaTrust Looking at the photos that might be next century ,neutral
 VindolandaTrust I know it is insane ,neutral
All good champ Ive not followed the racing as much as Id have liked to Im going blind into Cheltenham ,admiration
Hope you have a blinder ,optimism
An inch or so has fallen here in Tasburgh roads covered again that had just cleared is there an end in sight really ,neutral
We must destroy the village to save it BMovieManiacs,neutral
For a few minutes I was really confused thinking they meant Thor ,neutral
Spring is coming,neutral
Enjoy your day,joy
Bring it on ,neutral
More fun in the snow today mate ,amusement
Gutter journalism,neutral
Yes i bet they are too X,neutral
 gilly 971 I hope your house doesnt get affected ,optimism
Oh no thats rubbish ,neutral
 gilly 971 Its a worry isnt it Im lucky here not near water,neutral
Hes ecstatic I can tell ,neutral
Enjoy Craig its certainly gorgeous outside isnt it ,joy
Cant wait for Spring to burst forth Although it is beautiful right now,admiration
Hes been freezing his little knackers off ,neutral
Morning ,neutral
The birds are singing again and I have a robin flitting around outside,neutral
You too x,neutral
 MidhurstFC Game on love this Can I get out of my village and head across the forest for this one,love
Hope we can dig out this morning ,optimism
That bitter wind has died down well along the River Trent in Notts but I wont be traveling 25 miles a hour on the gallops,neutral
 MidhurstFC NonLgeProgs C0AKESY We will save you a programne Good luck with journey Sunny here,optimism
Haaaaaaa two more bedroom cupboards sorta packed another full of Maleficent Wicked Queen and Fairy G,neutral
Good luck with that hun It is getting better or so I read xx,optimism
Thanks Chris x,gratitude
Agreed its going to be messy ,neutral
It has I went for a walk round the lake in snow and ice and came back in slush and puddles My snow,neutral
 Hopefully tomorrow Monday will be back to running conditions,optimism
Some of the pics Ive seen are horrific Take care of you and yours in Hull x,neutral
So true I love this moving to Lapland to keep the vibe up ,love
Me too,neutral
 SteyningTown TheSCFL SouthWavesRadio Would it be ok to come down with my camera and take some snaps ,neutral
 SteyningTown TheSCFL SouthWavesRadio That would be awesome absolutely ,admiration
Beautiful ,admiration
Yay Mike free and no frozen undercarriage ,neutral
 MidhurstFC TheSCFL SouthWavesRadio 100 no problem,neutral
Very picturesque not looking forward to getting off the plane at Gatwick 4hrs of basking in,neutral
Good news all round then ,admiration
 SteyningTown TheSCFL SouthWavesRadio Great some football to watch,admiration
Arse ,neutral
Get a knew window you need one,curiosity
Hugs xx,anger
 BBCCambs dottymcl Oh noooo Can you get a new one on expenses ,neutral
Fortunately indoors theres a plastic fitting on the lead out with one of those little inline valves in it so no rush o ,neutral
Well be needing a canoe ,neutral
Not convinced he really needed to get his plough out for that sprinkling ,neutral
And to you Engoy Gran Canaria xx,neutral
I would like to give out a big THANK YOU to Alan Bevan and all the people with 4x4s who have and are helping NHS st,gratitude
Hope the big thaw has started for you Kim ,optimism
Not yet how about you Im up your neck of the woods in May coming to see Nickleback ,curiosity
Main roads ok but the snow is lingering dont forget your flat cap and passport if your comin to gods own lass ,neutral
Oh i dunno about that if wet grass is too dangerous for pancake race hey lets be carefull out there lmfao,neutral
When we will be able to dress up for world book day,neutral
Lucky you Patrick Bloody freezing here in Fife with no respite due yet ,neutral
Well done you We know you have lots of doggie customers can you recruit them to sign this petition,neutral
Aww thank you Chantelle just about to tackle Sainsburys woo hoo Hope you have a really lo,optimism
The state of that window frame ,joy
Ah I wondered were you were ,approval
sgoing to be an interesting TripAdvisor report ,approval
Feels like the longest amp coldest Winter ever Just neeeed heat now x,neutral
Not here Its still snowing Have a great weekend X,admiration
Its a real throwback to early 80s Winters fingers crossed this is the last of the snow before we ca,neutral
Hi we are making plans for the end of next week probably Thursday but not confirmed yet We will keep you updated ,neutral
 whereabouts is this ,neutral
Same here ,neutral
Thank goodness Ive never known it so cold for many years,gratitude
Thanks and for you too ,gratitude
Just repeat to yourself Hakuna Matata ,neutral
Im repeating ,neutral
Happy anniversary my man Have a good one ,joy
Errrrrrrrrrrrrrrrrrgh X,neutral
 janh1 jpndcf chickago13 JackiHicks Stigonthelizard Me too ,neutral
One morning possibly in 1961 2 winter I pulled back my bedroom curtains to see a dusting of snow o,neutral
 EDP24 Flake news ,neutral
 TheBakersTable Thank you for mentioning this small businesses take such a hit in this weather and take a long time to recover,gratitude
 EDP24 Already started here in Kent already up to 5degC rain due later today ,neutral
As sure you have lamps up there for the growing of your tomatoes ,neutral
Ditteridge between the A4 Box and Colerne Lots of driffting Thursday night village cut off Friday AM,neutral
Id get a second opinion from Theresa May if I were you ,neutral
Happy Anniversary to you both But Matt seriously Your lovely Missus deserves a better window fram,joy
Take care Pipper ,neutral
 Annehug Tisnt my birthday jussssssssssssssssst yet Esther but tis memorable alright It fe,neutral
If they ever need anyone to repair that window and window ledge Matt do let me know happy anniversary,joy
 BBCGlos Flood alert now its melting quite quickly my side of town,neutral
Dear Yuki After careful review of ancient documents Frosty Frozen we can assure you your guys will ne,neutral
I feel like weve survived something Congratulate yourself by not going for a run ,neutral
Youve checked your taps now lets talk heating Did you know keeping yours on low could help avoid water damage,curiosity
 BBCGlos This is us David hope all is well over in U K,optimism
Aww thank you I will try my best to keep them as long as possible ,gratitude
You can help avoid water damage by checking your attic especially if yours contains pipes or cisterns Find out m,neutral
 BBCGlos Wow Peter nothing like that here Weve had big snow in the more rural parts cars snowe,neutral
 StatGirlUK,admiration
Are they noisy ,neutral
Are you applying c complex and topdressing that rug with mm35,curiosity
 imagineinquiry EDP24 Thawing here,neutral
Yes surprisingly ,neutral
 dsmithradio BBCGlos Both feet just took a cold bath in quite a solid looking puddle ,neutral
Happy anniversary lovely peeps xx,joy
 Thawmageddon Ill get me coat,joy
Oh dear me ,anger
Jaysus ,anger
Big thaw its still bloody snowing in Bargoed xxx,neutral
Really lol xxx,amusement
 GYOmag BRKitchenGarden nickykylegarden BackyardLarder GardenNewsmag cmossperennials And you can,neutral
Finally watched Ragnarok Very very good And not too much snow ,admiration
 itsPipper DebraVi91710578 finnbarrotty mitchfaefife ncmcf Rachel23787645 WYP RachStorey,admiration
Safe travels home Tracy ITS MELTING AND WARM Well its 4 degrees Whoop whoop ,neutral
Looking forward to having you joining us ,neutral
Dunnes in Ballyvolane was like a scene from the hunger games,neutral
Yay xx,neutral
Can only imagine,neutral
 SturgessGeorge Wow George It only took me 8 hours to make a 4 hour journey into Aldershot via London yes,neutral
 SturgessGeorge Views round Tower of London though look awesome,admiration
Fab pic Yes lets hope some better weather to come ,optimism
Its started raining Bhav their demise is nigh ,neutral
Bugger Absolutely stumped as to whether to go tomorrow or not I was hoping itd start to clear up t,neutral
Atm your probably right but it might thaw quickly lol,amusement
A run out in the car ,neutral
We are watching them now so funny,amusement
Still might be icy walk instead maybe ,neutral
Almost all gone here now Thankfully,neutral
Gonna be floodtastic for the next few days ,neutral
 mattfoster2010 janwhiteley1 RedRoseWitch26 This maybe the 3rd time Ive tried to reply to this Twee,neutral
 fiftyminus2 janwhiteley1 RedRoseWitch26 im seeing all your tweets lisa they are all coming through to me,neutral
 mattfoster2010 janwhiteley1 RedRoseWitch26 Ah its sent Twitter and the weather has gone bonkers ,neutral
 Barclays journalupdate I made sure to say thank you and well done to each snow shoveller I passed in town ,gratitude
 Barclays journalupdate Well done you ,admiration
 WakefieldPolice Oh wow Was it completely iced over then That must make it cold on board ,neutral
Weve been today to see the,neutral
 Irish Irene:,neutral
Yay indeed ,neutral
Agghh inside ,neutral
Looks like the window frames have seen better days Happy Anniversary ,joy
Yah The East coast of America has also been hit severely Please let it go away ,neutral
Totally ,neutral
I hope your thaw tweets dont cause you too much dithcomfort ,optimism
 itvnews More like dressing gown and slippers lazydog ,neutral
 PaultonRoversFC I can remember this ,neutral
 itvnews Please could you give us some good news,admiration
Is there a connection between OBriens Castle and OBriens tower at The Cliffs ,neutral
 itvnews Goodevening LucreziaMillarini lovely pink red colour attire our evenings are bright amp rosy,admiration
 alstewitn itvnews Will it never end fedupnow,sadness
Theyve been enjoying it I think Ive been out every day during the snowy weathe,neutral
Tomorrow A lot of it has gone here already ,neutral
Sue forecasts dont count if youre 500 miles away ps did you know EleriSion has the same bobble hat as you ,curiosity
 itvnews Thats what worries me ,curiosity
Need to get them windows sorted ,neutral
Love it ,love
Yeah it will be all gone by when I get home,neutral
Thaw flip sake ,anger
Thaw happening already in Pembrokeshire,neutral
I love the knot work patterns on your pens ,love
will have to wait and see Im going to Leicester anyway,neutral
Ur jokes are runner wafer thin ha ha,admiration
 runnersworld Too flipping right ,neutral
This is soil erosion The reason why I encourage my farmers to sow cover crops to reduce the effects,curiosity
Its nearly all done now x,neutral
Roll on Maria ,neutral
Absofuckinlutely ,neutral
Thats different Belated Happy anniversary ,joy
 clodagh snoek There have been about 7 or 8 here for the past 2 days Theres a patch where some sheep,neutral
Enjoy x,joy
 NFUCymru Channel4News Buckets are one of the worst ,curiosity
Brilliant,admiration
 birderbill Jonny09Jonny Thank you ,gratitude
Better than Antichris t the self mutilation was Gastly Sommbody save Cannes please ,neutral
Diolch I will be when head clears if I cant get out soon Im cracking open the wine ,approval
 we have a day trip to Essex planned ,neutral
Crikey Matt where were you staying ,curiosity
 BeachBonkersHQ birderbill Jonny09Jonny Thanks the kestrel spent the afternoon flying between the tree,gratitude
Lets pray it comes tomorrow First thing ,neutral
 itvnews ,neutral
Well the sight of Chris Hemsworth is enough to melt even my icy heart so snow should be a doddle ,neutral
very scientific have you been hanging out with evelyn,curiosity
 paulatooths CarlRamallo Jilliemary scedmonds MarshaCollier ShiCooks JohnLusher muz4now,neutral
 MARISADICICCO VelvetSkye CCChampagne Jilliemary MarlisKaB Ecl99NY joanne argent Katy lamb 2,neutral
Glad to hear the snow has not stopped you enjoying your zoomies Pipper Len has been rolling and eating,joy
 lovelylynsey charbhardy CarolineBignell scorpius111 hazypets beaverbrookes23 Its not yet Glo Mor,neutral
 lovelylynsey charbhardy CarolineBignell scorpius111 hazypets beaverbrookes23 Blooming heck I think,neutral
 LBC,neutral
And dont forget to stock up on factor 50 The sun may come out between now and November Just saying ,neutral
Hi sis lasting way too long have a good day too x,neutral
I never knew that snow was frozen water ,sadness
Dont panic the flock any more please ,neutral
can hear it thawing and dripping off the roof Its going to be very wet out there Thanks Kevin,gratitude
Ha ha ,anger
 NewmarketGallop The thaw is always worse than the actual snow in my experience ,neutral
The big melt is on here All you can hear is dripping,neutral
I thawght I thaw that alright ,approval
 mazymixer,neutral
Morning Nicky Snow nearly been washed away up here now ,neutral
Chaos,anger
Good morning Adam just started to thaw was still snowing at 3am have a great Sunday hun ,admiration
 jdcnorden Our llama has a drippy nose ,neutral
What do you reckon the chances are of Tuesdays match going ahead ,curiosity
 Mackcinn jdcnorden Can you have a word Were coming over in a bit Would like to get there ,neutral
 NewmarketGallop Indeed Once the snow starts to disappear amp is replaced by this squalor one can bec,neutral
Good morning Derry Heres hoping the thaw will reach Ireland soon ,admiration
Yes dear ,desire
 SunderlandUK SeeitDoitSund SunderlandCity SunderlandBID NorthernEngland getnorth2018,neutral
The big thaw hasnt started here in the Derbyshire Dales Currently snowing very heavily ,neutral
Morning nicky yes not snowin,disapproval
Good morning hun yes going to be a right mess and all slushy horrible x,admiration
 littlejomini1 jpndcf chickago13 JackiHicks Stigonthelizard Morning peeps Happy Sunday Daffs have,joy
 Mackcinn jdcnorden Good lad Potter around town then a gig this evening Got to get there first still manky here ,admiration
 GeraldKean Thanks GeraldKean for highlighting the decent hard working people of Tallaght whove been,gratitude
Probably get the best ones from my bedroom window Ill go see what I can do ,admiration
Back front and side Its a bit misty put there,neutral
 Mackcinn jdcnorden Nah driving Getting the last use out of this car waiting for my new one ,neutral
And well still no doubt get a hosepipe ban in the summer ,neutral
Nod,admiration
 Thaw,curiosity
Heatwave by Friday ,neutral
Less of the donut thanks Tap wont budge emergency plumber couldnt fix Now water off at mains until new part arrives ,gratitude
 LeinadDOP80 Hertschick needaphone clairebearbunch phillipross11 racheyra jayney Tho I thaw,neutral
 SwiftsLive With the temperatures rising i guess highly likely Unless of course the weather chooses otherwise ,neutral
 FatOldAnarchist gash1965 SkamanD14 nikidoog sineadmcfc BrookeED0217 brunstead deborahvanjohn1,neutral
Just hoping for that sun to properly come through for Cheltenham,approval
Not sure if its thawing or not ,neutral
Before the big thaw took hold So pretty ,admiration
Morning Derry Ill be glad to see the back of this snow ,joy
 NewmarketGallop Along river Trent could not believe the thaw next week it will be high from the D,neutral
 Go support these wonderful people who care for the most amazing intelligent and gorgeous Donkeys ,admiration
 SouthernWater how much fluoride is in these bottles of water ,curiosity
 LeinadDOP80 Hertschick needaphone clairebearbunch phillipross11 racheyra jayney 5C now BBQ time D,neutral
Yay ,neutral
Its a balmy 3c outside I took my coat off and left it in the car ,neutral
 you Definately have cabin fever,neutral
Wow incredible What an amazing job youve all done Thank you ,admiration
 VelvetSkye SONOWWHATWORLD BootsieBoutique klotylda69 carolyn660 CarolynNewsom,neutral
 Judy Cockerton SONOWWHATWORLD BootsieBoutique klotylda69 carolyn660 CarolynNewsom,neutral
Hi Lulu yes please snow go away I did enjoy my few days off work but I need to go outside ,joy
 Martinshelton CharlieTrem another classic boring,neutral
Since when is valuable topsoil being blown of poorly managed farmland impressive Youre just illust,neutral
Next time take the Mrs somewhere warm ,neutral
You too Sheila have a lovely weekend and a fabulous week ahead X,neutral
Great news driving lessons and test back to normal soon,admiration
Have done Once we dug through the snow to find it ,neutral
If only you could have a webcam in that position ,neutral
Thankfully theres no snow on the roof but a lot is coming in and also through the wall on both sides of the bay ,neutral
Starting to think one of the reasons Ive been so ill with headaches chest pains and a weakened immune system for,neutral
 FatOldAnarchist gash1965 SkamanD14 nikidoog sineadmcfc BrookeED0217 brunstead,neutral
Dont forget the floods ,neutral
 Devon Hour Exeter Hour Its disappeared so fast another 10 year wait till the next snow days lol,amusement
 Devon Hour Exeter Hour Well this is it I think thats why we all went a bit mad over it its so,curiosity
 Devon Hour Exeter Hour Devon Exeter Amazing how quickly it vanished ,admiration
 Devon Hour Exeter Hour Devon Exeter It really was Quite a sight to see and today almost no trace ,neutral
Hi we are hoping to run a full service tomorrow EC,neutral
The roads are fine but for some reason the trains are still rubbish ,neutral
Recent rock fall on the Great Western headland by the cave Where you recently interviewed Cllr Dave Cheney regardi,admiration
 Not all people are aware of the dangers especially after the freeze the thaw and the heavy rains ,neutral
Not yet thats in a few days time x,neutral
Bet you cant wait Im not even one bit jealous MUCH Enjoy xx,joy
Looks lovely ,admiration
 mkcouncil mkfm tvp mk Bucksfire You guys did a good job this weekend Had to cross the city yesterd,admiration
Shhhhhh dont bloody jinx it ,neutral
Thanks Carl Yes it was ,gratitude
The snows fully gone here in Reading Rain today ,neutral
Nothing a defender wont get down lol,amusement
Autocorrect they meant to say Thor is coming,neutral
Haha ,amusement
 stephenhillbill becci608 SaffiTheStaffie rjanegibbons82 Archiethestaffy JodeF7 judithsaddlery,anger
 Lizzie Chantree bigoleal51 Pashia19 analons planetgekko RobertDRoseJr1 WiPoKuLi JorgeOfitas,neutral
looking good ,admiration
A tragic loss A true melter ,neutral
Great news now fix webcams please,admiration
It looks very wet ,admiration
Isnt it amazing how we CAN pull together Makes me wonder why we choose not to ,admiration
Double figures It feels like a heatwave ,neutral
Shit I hope its all sorted soon ,optimism
Hi yes we are thx pls call shop or try our app ,neutral
All gone apart from one very sorry looking SnowLady Was fun but glad to get back to normal womaninbizhour,remorse
No excuse for careless driving in these conditions we should be more vigilant if anything ,neutral
 readinghalf UniofReading CARA1933 6 miles yesterday and 4 today Time is running out for me What about you ,curiosity
Steady Not everyone understands such complex matters Maybe shes just explaining it for Ms Abbott ,disapproval
thanks dear people,gratitude
 readinghalf UniofReading CARA1933 Wow Two days in a row 11 today for me Last long one ,neutral
 bbc5live Floods ,neutral
 bbc5live Should get someone to report on pot holes from St Albans Justin King AA had suspension,neutral
Thanks Fingers crossed See you in class in a day or two ,gratitude
 bbc5live Rachel please find time to mention how it is that Premier inn turned away homeless people w,curiosity
 bbc5liv,neutral
 ScotEngineering StrathEng BBCScotLearn BBCScotWeather cityofscience EducationScot maureen0207,neutral
 STEMglasgow ScotEngineering StrathEng BBCScotLearn cityofscience EducationScot maureen0207 Fantastic job ,neutral
 mkcouncil mkfm tvp mk Bucksfire The team has been amazing throughout the week thanks for gritting our roads ,gratitude
 bbcmtd HTnewsroom BBCSWWeather Bring on the flood stories ,neutral
 bbc5live and our hangover,neutral
Ill be in Ericas for Tuesday Maybe see you then ,neutral
And now were being advised to not use too much water What the fek have they done with it all ,neutral
Had soooo much snow but now rapidly thawing This orchid was photographed last summer Hopefully a remind,optimism
Heres hoping the temps rise and the snow disappears quickly Jane ,curiosity
Thats gorgeous ,admiration
Theres been a big thaw today as the temperatures have risen at last Sadly I havent been able to get,approval
It was such a beautiful flower I do hope there will be more this year I will be out looking for evid,optimism
this would make a great painting ,admiration
Yep a friend of mine has been given water from water board 3 bottles per household,neutral
Yes not long to go now so looking forward to it,neutral
Well exactly that x,neutral
very pretty,admiration
Know anyone with a Defender ,neutral
I hope you dont repeat the joke to many times on your breakfast show ,optimism
Did it start ,curiosity
 and South West London None since Saturday 8 00pm ,neutral
Morning Ian the snow has gone in East Yorkshire it went as quick as it arrived,neutral
Warmed up by lunchtime and a lot of thawing during the afternoon ,neutral
At dwryfelin School in Neath classrooms the gymnasium and offices have been wrecked by water Its cl,neutral
 Ian C Thomas,neutral
Hydro power Ill build an ark ,neutral
 8 today Let the sog begin No doubt we will hear the squeals of excitement from here when you get the keys Xxx,neutral
 hammondweather I wonder how we would cope with a 10 week big freeze Badly I think ,curiosity
Absolutely xx,admiration
 weathertrending hammondweather I was a young teenager in the 1962 63 freeze in a small Wiltshire vi,neutral
Thanks Brian,gratitude
 countrywalking TGOMagazine BBCCountryfile The Dalesman beautiful ,admiration
Thank you lovely Hope the boys got some snow fun x,optimism
Got you on speed dial Cheers Simon,neutral
You wont be mowing that grass yet ,anger
Haha to be fair the rest of the place was amazing And it was a very old house Thank you ,gratitude
Oh wow I bet they were Thankfully it had melted within a couple of hours,admiration
I know I missed out on all the weather fun ,amusement
Thank you lovely x,gratitude
Thank you ,gratitude
 bbc5live No surprising Italian and chain restaurants are struggling overpriced for below average fo,neutral
in Bridgend has also been affected by burst pipes Teachers say theyll do their utmost to open for,neutral
Thank you Alison We are looking forward to it too ,gratitude
Selfishly I live on a hill ,neutral
 SLAquaFC granthamtownfc IntegroSport ACFC1916 BamberBridgeFC Shaw Lane vs Grantham is off again ,neutral
 PowysCC Whats the current condition of the A470 between brecon and llandrindod please Also the m,neutral
 WessexWeather I remember there being quite a bit of snow in 1976 or 1977 but I was 3 4 so my memo,confusion
Hammering down with snow in Dundee right now cannatakeanymore,neutral
 rattycastle I remember both 47 and 62 63,neutral
Perhaps this was the appetiser for next winter,amusement
help us get this message out EDP24 EADT24 lincsechonews LincsFM GrimsbyTel Bedford Citizen BBCNorfolk,neutral
 WalmleyGC Thats playable come on dave,neutral
 PowysCabinet Hi Jonathan All trunk roads and secondary routes across the county apart from the A44 R,neutral
 evostikleague SLAquaFC granthamtownfc IntegroSport ACFC1916 BamberBridgeFC Bet you atherton v bamber is off again ,approval
 lincspolice Well done Great work all,admiration
I hope you have a fab visit with us today Amy,optimism
 PowysCabinet PowysCC Road from Brecon to Bronllys very clear and I hear it is OK all the way to Llan,neutral
Everyone posts cute doggos in the snow pics No one posts clearing up shit soup from the yard once the snow has m,admiration
 weathertrending rattycastle I remember neither ,anger
Aero innit ,neutral
None in waitrose or sainsburys on Morningside Road Thank goodness for the wee corner shop ,gratitude
When youre in a hole dont stop digging snow,neutral
A few times last week we just let them out to do what they needed to do And it was obviously hidden u,neutral
 reigate redhill Please could you DM your details so I can look into this There is a factsheet on w,neutral
 lucynorris1 waitrose sainsburys Mr T got milk in Waitrose rations secretcowroundtheback,neutral
only red skimmed milk in my local supermarket in north Edinburgh well just have to be a bit healthier this week,neutral
You know I was going to post the very same thing having today cleared up 18000ish defrosted poos reveale,neutral
I apparently dont even have dogs Elephants And the hosepipe is still frozen for extra shit soup joy ,neutral
 DeeAisha Not sure it was that many really ,disapproval
Ugh Mine have had the decency to do small frozen poos there are just so many of them I can only assume,neutral
Great shot looks like a very tidy build,admiration
The cold one ,neutral
 WimborneTownFC PooleTownFC DorsetCFA,neutral
 EddieMJ ,neutral
Denbigh game on then ,neutral
Queens Park have rescheduled the fixture for Tuesday 13th March ,neutral
They had loads in Aldi in Dalry gorgie ,neutral
Cefn Druids playing Denbigh since when ,neutral
 CefnDruids,admiration
Hi Richard Oh dear Im sorry about this Can you let me know which store in Exeter this is so I can,remorse
 YouTube Hope for springtime weather here too soon What I saw on a short summary Chelsea only had one,optimism
11am tomorrow according to staff in the store Its Sidwell Street in Exeter Id really expect Tesco to do,neutral
 YouTube Goodnight Kenneth sleep well mate ,admiration
 RAFNurse lincspolice RESPECT,neutral
Delivery straight fromt dairy down Bruntsfield way ,neutral
Thaw deffo underway though big piles of snow still at sides of road Back to mud yeah Come on spring and warmth ,neutral
Absolutely stunning Like a nemesia and foxglove had babies This is so beautiful thanks ,admiration
Ms Kona loves the water but not sure how shed do on that ice A week ago it was so warm here she wen,curiosity
Were up here in NH so we are probably 2 months away from swimming River Song will be inseparable fr,neutral
Thats a good description Enjoy your Tuesday ,joy
Fab pics again Paul,neutral
Any update on the leak on Primrose Road Claughton CH41 Thanks,gratitude
Thank You Bob Hope youre doing fine too ,optimism
 laurie11457 Susan3089 Paulajabitk cyndrobson ON Typo,neutral
Hi Claire weve had an engineer assess the leak amp he has requested for a team to repair this as so,neutral
 laurie11457 Susan3089 Paulajabitk cyndrobson Wonderful Spring is on its way ,neutral
Not thawing with me either,neutral
Ennui Earth wobbles slightly on its axis as colonial readers all check Google simultaneously ,neutral
 SoTCityCouncil Brock Pots PotbankDictnry informs us ,neutral
Thanks very much Tiffany,gratitude
Great to meet you today at the mumandworking awards And I meant to say I loved your dress A fun day ready for bed now ,admiration
Any update on the leek on Mill Lane CH44 As Ive now lost water pressure I cannot shower my kids ,neutral
Hi Sue sorry to see youve no water pressure Could you DM your address amp contact number please Thanks Sharon,remorse
 mumandworking Oh thanks Zara a year ago I think Lovely to meet you too Very inspiring,gratitude
The pictures of the three fluffy bottoms in a line is just fantastic ,neutral
Some grotty hotel Matt ,neutral
 SoTCityCouncil Lets hope that both Dividy Road and Anchor Road are among those being done soon ,optimism
 MARISADICICCO VelvetSkye CCChampagne Jilliemary MarlisKaB Ecl99NY joanne argent Katy lamb 2,neutral
Hidden dog poos ,neutral
 VelvetSkye SONOWWHATWORLD BootsieBoutique klotylda69 carolyn660 CarolynNewsom,neutral
Only singles available at tollcross scotmid even today milkrations ,neutral
 SoTCityCouncil A pothole damaged my car whomdo I report it to please ,neutral
 Lizzie Chantree bigoleal51 Pashia19 analons planetgekko RobertDRoseJr1 WiPoKuLi JorgeOfitas Saun Fischer Yes I did ,curiosity
 SoTCityCouncil Its all talk though This beauty ruined a brand new tyre on my car Its been repo,neutral
 DanielJellyman HI there you can report this directly to highways client stoke gov uk Thanks,gratitude
 CBCEyeopener CBCCalgary will you have an article about the storm drains on your website ,neutral
 dailypostwales Thanks for following the Leica Welsh Red Kites fund raising going well Do you think,gratitude
 WingsScotland I dont think it will take too long The temperature has risen and were into March so t,neutral
God bless Rose dalewell,admiration
Wheres the motor ,neutral
The Legs Of Eternity ,neutral
Mustnt be a natural northerner ,neutral
 sdsdriller theresa may ChangeIsComing and the BigThawisComing ,neutral
 Great Run SimplyhealthUK altweet pet getnorth2018 AthleticsWeekly BBCSport NewcastleCC,admiration
Well done for getting back to it ,neutral
HI Steve I have not been notified of any closed pitches so I presume they are open as usual Fingers crossed Jules ,disapproval
I promise Spring is around the corner Hang in there ,neutral
I was so excited to find this flower but sadly no sign of it this year yet Hopefully it will come back Happy Saturday to you ,optimism
 RealSaltLife Bass2Billfish Nice pic RealSaltLife blocked me Not kidding Im officially too SL for SL ,admiration
 NWSGray That is what we need to do Keep me posted and I will do what I can ,curiosity
 redcityradio Dont forget about WorstDaysDown Their recent record is incredible ,neutral
 RedScare redcityradio WorstDaysDown Of course they come while Im pouzzin it ,neutral
 redcityradio Hey whats going on 5 14 Stop in Fargo and play show theaquarium please RedScareToby,neutral
 AGunusen chasetheplains Unfortunately so,neutral
HES NOT THE ONLY ONE ENOUGH IS ENOUGH OF WINTER OH CUTE PONY ,admiration
I agree ,approval
 CTVW5 ON EcoSchools NWTTA yukoncollege YukonLibraries usask CollegeCan univcan,neutral
That play house is so cute ,admiration
Turning cooler ,neutral
Turning milder then surely ,neutral
spring tmorra ,neutral
I bet the junxtaposition of stepping out of the domes into snow was quite impressive Also see you i,neutral
That is more like the England I have known ,curiosity
 Leadership One Good morning my friend Weather it out Spring is almost here Have a nice day ,admiration
 Leadership One Good Morning Cecil Spring is definitely on the horizon It gets warmer with the suns,admiration
Hi can you DM me your full name full address and post code and Ill have a look into this for you ,neutral
Also there is a drain on the road right outside our house Could it maybe have gotten blocked and the wat,neutral
Have fun with that ,amusement
 wrbennettnl ryansnoddon BerniceCBC Certainly contributes But are other lakes seeing the same low,neutral
 wrbennettnl ryansnoddon BerniceCBC Most other Lake levels are lower than normal from what Ive heard,curiosity
I have been retweeting others FBR parties Slow day for me today so Im having one of my own Im trying to get t,joy
 starshine731 waybettertimes wow,admiration
 CBCEyeopener cityofcalgary CBCScott iceTyyc yyc yyccc,neutral
 CBCEyeopener cityofcalgary iceTyyc He did clarify in scrum that yes the help of citizens before th,neutral
Nope Friday is always hit hard by nice spring weather ,admiration
I kinda wish CBS would find a way to air all three shows finales on the same night As it is H50s fin,desire
Arctic ice is getting younger which is not good news The big thaw continues thanks to climate change ,gratitude
 NYTScience Be interested in seeing this over 250 000 years Think of the climate change with Toronto a,neutral
 Fahrenthold Who knows what pathogens exist in the permafrost,neutral
Great graphic of the situation ,admiration
 nytclimate For sure we need to act I have no dispute there but the trajectory is set for the next fe,neutral
 Fahrenthold LOOK AT MOTHER NATURE ON THE RUN IN THE 1970s NEIL YOUNG AFTER THE GOLD RUSH ,neutral
Arctic ice is getting younger which is not good news The big thaw continues thanks to climate change,gratitude
 taketheco2out,neutral
Ironic that as the Earth gets older her geology gets younger ,neutral
Youre such a tease AKEnergyDesk,admiration
 DrShepherd2013 Huh doesnt seem to agree with this,approval
 350 THAT is frighten news,neutral
No the big thaw as you so blithely put it continues thanks to humans insatiable consumption,gratitude
It is difficult to underestimate how serious the consequences of an ice free arctic is going to be It,curiosity
Eventually in the near future all Arctic sea ice will be gone in September This will drastically chang,neutral
 nytclimate DrShepherd2013 It does actually ,neutral
 nytclimate NYTScience Except on the scale which matters human civilization,neutral
A song about climate change that gives voice to a besieged Planet,neutral
 nytclimate DrShepherd2013 I dont understand what youre saying ,curiosity
Hmm ,neutral
Its good though who knows what we shall find below the ice ,admiration
Its something else climatedisruption Your message has the wrong delivery ,anger
 zar iina Fact Checking ,neutral
 gleesonrebello nytclimate It has never been a question about climate change but rather can we adapt to i,neutral
 nytclimate Tiempo Verde Verde estar n las mejillas cuando el aire sea irrespirable cuando el 1 de agu,neutral
For some reason I thought a pound of meat would make like six meatballs so I bought 2 pounds of meat and it turned,approval
Put them on wax paper and then stick them in a Ziploc to freeze theyll be fine for a couple months,neutral
OH WAY AHEAD OF YOU,neutral
I freeze my big batches of soups and chilis too only takes an 15 to 20 minutes to thaw if its one,neutral
