0,1
b' FoxNews Brain Balance Thanks for sharing ':,gratitude
b' FoxNews Brain Balance Totally agree Brain damage always different 2 each victim of vaccines CDCwhistleblower vaxtruth':,approval
b' FoxNews BrainBalNJ Brain Balance Medicine does nor work when people treat you the same before and after medicine PROVEN ':,neutral
b' FoxNews BrainBalNJ Brain Balance My son was a lot of medications Never worked Reason missed diagnosed PartialSeizures':,neutral
b' FoxNews We recently had an article published on early drug development for ADHD Perhaps interested':,neutral
b' The program uses a combination of sensory motor physical exercises ':,neutral
b'Thanks for your RT ':,gratitude
b'Thanks Loretta ':,gratitude
b'This is so cool I know lots of parents who are opposed to drugging their kids UWSEdL uwsted':,admiration
b'This may help to clarify what our program is all about':,curiosity
b'You are welcome I think people need to realize there are other options for our kids that work better then medications ':,approval
b'Buprenorphine has become a leading medication for opioid addiction since its approval':,neutral
b' CNN tmount garyleff Cool Id try this magic light lol 1st to Asia coming up in April saveme':,amusement
b' drisanalg Agreed Unfortunately we are human with internal body clock after all ':,neutral
b' Drisanalg It would ne nice to skip jetlag so all of us can be productive early on ':,admiration
b' shutterbug33 They call it sleep ':,neutral
b' spencerformiles Its an interesting theory I certainly subscribe to the natural sunlight theory so CNN garyleff':,approval
b'Congrats youre now trending on theneeds trave':,gratitude
b'Thx for sharing Time to get strobe lights Stanford':,neutral
b' amiereid kathysundher SjwSpiderman katiecannon2 SenSanders Heres an example my wife had gallstone':,curiosity
b' amiereid kathysundher SjwSpiderman katiecannon2 SenSanders If someone shows up to the same emergenc':,neutral
b' amiereid kathysundher SjwSpiderman katiecannon2 SenSanders You can be admitted from the e r in Can':,neutral
b' AndreasRemis RealJamesWoods This hip replacement at Campbell clinic is cutting edge technology 1 hour Memphis did it sure LA ':,curiosity
b' AndrewScheer Exactly Heath care is the number one issue weather is dead last and probably wouldnt':,neutral
b' awgaffney libbycwatson Can you please reference your stats If people are dying then Obamacare is not w':,neutral
b' awgaffney libbycwatson Go to the countries you are advocating See the difference Most of my bus asso':,neutral
b' awgaffney libbycwatson My employer is me Obamacare was a redistribution of health insurance Insurance':,neutral
b' awgaffney libbycwatson No that is not true ':,neutral
b' axios I was a healthy athletic 15 year old with a nutritious sensible diet Nonetheless because of':,neutral
b' axios Yep You know it all I can see that now':,confusion
b' BetoORourke Great to hear your incredibly positive story thanks for the positive vibes ':,gratitude
b' Brasilmagic A week in hospital for what is usually an outpatient procedure is obscene particularly':,curiosity
b' Brasilmagic My friend had hip replacement she went home the same day Melania life is no more valuab':,neutral
b' Brasilmagic Ugh They are abusive disgusting people ':,neutral
b' CAHTriTeam1':,neutral
b' canadiandaws83 Mother had breast cancer chemo started within 2 weeks Again the costs were parking TV ':,neutral
b' CBSNews HSpecialSurgery Some also get the wrong size hip put in amp have herniated discs amp DDD amp can barely walk ever again HSS':,approval
b' ChadPergram Whomp whomp This chick cant get her lies to stick because shes incapable of keeping up with her own lies':,neutral
b' chronicpainwar LelenaPeacock Meljanx brent kellogg arrghgtr so u undrstnd bt hopfully nvr experienced 5 hip sx tortre':,annoyance
b' cllrjoeporter TheIFS Conservatives DamianGreen Dont fall for the Tory spin that attacking the gov':,neutral
b' cllrjoeporter TheIFS Conservatives DamianGreen Reality is that vast majority using NHS have nothi':,neutral
b' cllrjoeporter TheIFS Conservatives DamianGreen That was a personal attack on our MP it was a p':,neutral
b' cllrjoeporter TheIFS Conservatives DamianGreen Yes my extensive experience of NHS services in':,neutral
b' CTVKitchener GRHospitalKW Hey Dr Grosso just did my surgery for TKR Amazing personality for':,admiration
b' dandakich If you go to a university hospital request that the attending physician does the whole case T':,neutral
b' dandakich Yes its gotten easier over the years A year separates my 1st amp 2nd where my 1st landed me 1wk':,approval
b' donsurber JoeSilverman7 tmi3rd thats been a thing for about six years now if you get out of anest':,neutral
b' downtowin ncrazysherry ThomasKlineMD What do they know about being close to the limit Talk to me':,curiosity
b' DrIanWeissman Right just because you can get away with it should you Saves money for a nationalized healthcare system ':,neutral
b' DrSuperSalty movinmeat So many possible solutions Spread the collections out among the group Sp':,neutral
b' DrSuperSalty movinmeat The solution isnt to spread out the losses The solution is to devise a syste':,neutral
b' DrSuperSalty movinmeat There are many critics of the NHS but you guys are not making me jealous W':,disapproval
b' DrSuperSalty movinmeat We get paid but when adjusted for average loan burden most of us make far less t':,neutral
b' drtlr no We should talk U were telling me about them at last mtg':,neutral
b' EverydayHealth':,admiration
b' FB':,neutral
b' FredianiITV may 4th why say it now chris':,neutral
b' GadsdenJazz JoeSilverman7 tmi3rd Wow My surgery is in 4 weeks Hope I have the same success ':,optimism
b' gilliland1tide dixielandlady DanielTidentrue race2thefront lbailey57 BamaT61 FishingLeeP':,anger
b' gilliland1tide dixielandlady profstan72 DanielTidentrue lbailey57 BamaT61 FishingLeeP':,neutral
b' gilliland1tide dixielandlady profstan72 DanielTidentrue lbailey57 BamaT61 FishingLeeP yukon1696 I':,anger
b' gmcl79 Amazing ':,admiration
b' GRHospitalKW We are delighted to hear this A warm welcome from your friends at St Marys Looking forwar':,neutral
b' hcldr KPSCALnews As simple as getting the right people in a room together at the right time for everyon':,neutral
b' HIC AU Did you request that particular surgeon How did you know he was excellent Most surgeons':,curiosity
b' IDK is this such a good idea':,admiration
b' ItBlowedUpGood OkCallMeAL He waited 3 months because he wanted a newer technique that only one d':,neutral
b' JoeSilverman7 tmi3rd After I get through my current ordeal I need to get the VA to look at mine Kee':,neutral
b' JoeSilverman7 tmi3rd Had my knee replaced out the next day and 48 hours after surgery I was walkin':,neutral
b' JoeSilverman7 tmi3rd I was out after my replacement in less than 24 hours The pain stopped immediat':,neutral
b' JoeSilverman7 tmi3rd Prayers your way ':,neutral
b' JoeSilverman7 tmi3rd Thats nuts ':,neutral
b' JoeSilverman7 tmi3rd Theyve discovered what my grandfather always said sick people die in hospitals':,neutral
b' kathormot amiereid kathysundher katiecannon2 SenSanders Had a major issue recently I was in the':,neutral
b' kathormot katiecannon2 SenSanders YEAH AND THEY CAN WAIT MONTHS TO SEE A DOCTOR IF THEY GET REALLY':,neutral
b' katiecannon2 SenSanders Therefore our private insurance companies pick up these other items It is n':,neutral
b' KPSCALnews KPDowneyNews Loved his talk encouraging us to rethink how we can take health care to the home Love love love ':,love
b' KRansonArtist NMickey5 ThomasKlineMD Carla uncontrolled pain leads to all kinds of other health pro':,neutral
b' LowellSunNews Healthcare in both those countries doesnt bankrupt people in the way the American sys':,neutral
b' LowellSunNews Support not suppory sorry typo ':,remorse
b' LUFCHistory daverowson super leeds70 LeedsUnited MAD FOREVERLEEDSMOT WACCOE Dwarfland25':,admiration
b' LynnComella FLOTUS I certainly do But its been 3 weeks Total hip replacement Pt get up same day a':,curiosity
b' LynnComella FLOTUS Thought you were speaking from medical experience You are an idiot and clearly n':,anger
b' mtlgazette janephilpott I dont think so but QC has an idiot as a Health Minister his fav word AUSTERITY at all costs':,anger
b' mykneeguide neiltheknee ICJRortho Patient selection Multimodal pain management Engaged patients are important ':,curiosity
b' neiltheknee AnsethMD ICJRortho Agreed ':,curiosity
b' neiltheknee AnsethMD ICJRortho We must be careful to balance pt expectations safety and desire for shorter length of stay ':,neutral
b' NewMexlefty Ouch sorry you have similar problems Blu What kind of surgery did you have for your hips R':,remorse
b' NMickey5 ThomasKlineMD Sorry this happened to you I cant believe how far things have gone but yo':,remorse
b' nytimes Thats just wrong Hope your Mother recovers rapidly ':,optimism
b' PamelaHollar523 Wow Excellent I wasnt allowed to even sit on a low seat for weeks I was in hos':,admiration
b' Planty77 HIC AU Fair to middling Having a shitty time at home with alleged home assistance All they':,neutral
b' popeyeuk1 I fainted in cruise dining room HIGHLY embarrassing once I was put on medication I was al':,surprise
b' popeyeuk1 Oh wow thats awful Poor you Thankfully you are better now ':,surprise
b' SarahHu87150769 SheilaGunny cllrjoeporter TheIFS Conservatives DamianGreen I can ask my sister in l':,neutral
b' scalpach My goodness Terence hope you get better soon will pray for a full recovery ':,optimism
b' SenSanders It isnt Obamacare at all Not even close ':,neutral
b' shanaynay 4 gotta know whats going on ahead of time My chipotle karma is over tweetingfrommyrealphone':,neutral
b' SheilaGunny cllrjoeporter TheIFS Conservatives DamianGreen Labour like scare mongering and twisti':,neutral
b' SjwSpiderman kathormot katiecannon2 SenSanders If we are really sick we go to the nearest hospit':,curiosity
b' SjwSpiderman SenSanders A family of doctors Single payer isnt RomneyCare ':,neutral
b' SjwSpiderman SenSanders No not an expert But generally informed ':,neutral
b' sqrlb8 When they did my root canal they found I had extra roots so it took more time I now have':,neutral
b' SusnGrant nationalpost Pity our bloated creaky system cant keep up with these advances Cdns wait year for hip replacement':,approval
b' svuh but I honestly cant think of any reason to refuse me a straight repeat prescription for an obvi':,neutral
b' svuh Like Im not going to jump to conclusions and decide that I might have been taken a bit less ser':,disapproval
b' tcoley1 gilliland1tide profstan72 race2thefront lbailey57 BamaT61 FishingLeeP yukon1696 ':,anger
b' The post operative complication rate and risk for surgical site infections is significantly less in comparison to':,neutral
b' theresaboyle TorontoStar I guess as long as they dont get infections and have help at home it woul':,neutral
b' ThomasKlineMD downtowin Im allotted 45mg a day And they keep telling me Im dangerously close t':,admiration
b' Tilden45 NHSGGC Im hoping Lisa will help ':,approval
b' Tilden45 would be great to know how Have you a link to their work NHSGGC ihiforum improvement':,admiration
b' Tilden45 Would love to know where they discharge to huge relevance to our flow work with IHO LauraJones04 NHSBorders':,love
b' tim n board Am I right in remembering the first Charnley Howarth theatre opening at Wrightington in':,neutral
b' tmi3rd Its pretty amazing how great people do Youll be really happy with the results ':,admiration
b' TorontoStar I asked nurse friends One favours 24 hrs another is ok with Day Surgery BUT home assis':,approval
b' TorontoStar Read the article ':,neutral
b' TorontoStar Thats done afterward This is specifically about the procedure If she had been in a nor':,neutral
b' TorontoStar theresaboyle Thank god for our health care ':,gratitude
b' VersusArthritis':,neutral
b' WildEarth LIVEsafariLIVE No knee replacement is supposed to be one of the worst as far as recovery ':,annoyance
b' WildEarth LIVEsafariLIVE Thats crazy Shes had both her knees replaced over the years and said she t':,neutral
b' WSJ no complications Really How were infection Bleeding thromboembolism implant related complications eliminated ':,curiosity
b' WSJ Why ':,curiosity
b' WSJ Y la Cobertura antibi tica el Manejo del Dolor y si requiere Transfusi n de sangre ':,neutral
b' YorkTeachingNHS Harriet2 Brilliant well done to everyone involved':,admiration
b' YorkTeachingNHS Harriet2 Wow Well done Fantastic ':,surprise
b'2 I dont recommend that you need at least 3 4 weeks for recovery One thing that helped I hav':,disapproval
b'3 it is not painful just the cut muscles were sore and cranky Best thing I did was to find a gr':,admiration
b'A two tier medical system for a class society Sad ':,sadness
b'And doctors and medical field is 100 better than it used to be but your right to ':,approval
b'And I only add the Ultra athlete part to indicate I was in perfect health other then a bad hip pri':,sadness
b'And its free America ':,neutral
b'are unlike anything I have experienced in years w minimal discomfort My strength is driving me BANANA':,approval
b'As an Ultra athlete who has recently undergone a total hip replacement I would hesitate to be trea':,sadness
b'As long as the manufactures are not DePuy who made mine as their Hip kept me in hospital for 4Months ':,neutral
b'Book me in ':,neutral
b'Bummer ':,admiration
b'Congrats Ron from your finance friends in Sudbury I know you will do a great job ':,admiration
b'Cut the stay in half or pay for a rehab center Hip amp knee surgeries are not out patient or same day surgeri':,neutral
b'Definitely Everyday ':,neutral
b'Did you send grapes and flowers Chris ':,curiosity
b'do you know who he saw ':,neutral
b'does this mean PT will come to your home then while you recover ':,neutral
b'Dont live with the pain for FIVE years like I did My only regret is not doing it sooner Dr B and h':,neutral
b'Dr Puskas was doing this in Thunder Bay in 2004 I know because I went home the same evening ':,neutral
b'Dr Watts has been an awesome addition to MSHphysicians and is incredibly supportive of our ED our pa':,admiration
b'Embolism is a very simple procedure without cuts Most of us go home the same day ':,neutral
b'Every person is unique with a different set of comorbidities young vs old strong family support vs living':,neutral
b'Ford letter to Grassley The decision to 1st report the assault to my Congresswoman Rep Anna Eshoo was a very dif':,sadness
b'Four days into Melania Trumps recovery for the procedure which experts say typically has a one day recuperation p':,neutral
b'GOOD LUCK with that Medicare Surgery performed by DUEL CITIZENSHIP Physicians Medical device sales reps i':,optimism
b'Good morning Neil I missed so many mentions this past week I chose to access Twitter just a little bi':,admiration
b'Had hip surgery 15 yrs ago 3 day hospital stay and on skates after 2 months I was 38 ':,neutral
b'Happy for you to quit smoking Ive seen people have chemo for lung cancer walk outside and light up a cig':,joy
b'Hear more of Debs story on this Hartford HealthCare podcast':,admiration
b'Hi Emma the Birmingham to London route is 15 per person per journey on the weekends To upgrade si':,neutral
b'I am allowed to bike and swim thats its Im not even allowed to do yoga I can do some stretching':,disapproval
b'I believe it was Dr Day Pinnacle in Marietta':,neutral
b'I have a hard time sticking up for myself in the moment too but am rabid about it for others I':,neutral
b'I heard this procedure was invented in ISRAEL ':,realization
b'I hope the wellbeing and safety of the patient has been considered and not just getting a bed emptied':,optimism
b'I just had a transfusion amp bone marrow biopsy for biopsy they cut thru your hip bone amp scoop out mar':,neutral
b'I wish I hadnt sold my treadmill I guess its time to get my PIYO workout video back out ':,desire
b'If nothing bad happened in our lives we would never truly appreciate all of the good that happens BadTimesMakeGoodOnesBetter':,admiration
b'Im with you never give up keep fighting':,neutral
b'interested to know what the analgesics are LIA Surely not just Tylenol ':,neutral
b'It was that our die of mrsa':,neutral
b'Its 6 months wait time to see a orthopedic doctor and 9 months for an MRI in Calgary ':,neutral
b'Its easier I find when people ask How Are You They dont want the truth so I now always say ':,curiosity
b'Its important that they get up as quickly as possible I hope my Mom can get up at least a little tomorrow ':,optimism
b'Its over Its not a thing worth watching anymor':,disapproval
b'Juvenescent of course meaning being or becoming youthful Tuesday you are entirely too ironic already ':,anger
b'Keep fighting lifes battles everyday Jimmy I watched some of Vienna Open today Players have no personality Miss the 70s ':,neutral
b'Let me know if you need any assistance Ill do what I can Also Dr Mautner with Emory Orthopedics':,curiosity
b'life is hard Savor every morsel of the good times ':,admiration
b'Lolololololol at oooOOOlllLLLddddDDD':,neutral
b'May 24th Golfed with no discomfort May 25 Worked out with minimal discomfort and then did a run walk without':,neutral
b'Miracle man':,neutral
b'Most importantly I dont like the direction of our country under trump and gop Get involved Save healthcare 4 al':,annoyance
b'my desktop Cia':,annoyance
b'My health insurer is very good but I pay a high premium for it Im getting my moneys worth at the moment ':,admiration
b'news will only add to the speculation that all is not right with FLOTUS Why hasnt she been seen in public':,neutral
b'No My mom She had one YEARS ago Recovery was several weeks Should go much easier this time ':,neutral
b'No way ':,neutral
b'No You are beautiful ':,admiration
b'Not sure I recognize the merits of this as it applies to patient care But an accountants wet dream I':,confusion
b'Now Im feel unnecessarily shitty about my disability so heres a pic I posted for tbt of my more athletic days ':,sadness
b'Oh dear take it easy as you recover':,curiosity
b'Okay you have a new hip Now GTFO ':,neutral
b'OMG thank you so much Ill look in it ':,gratitude
b'Osterlund argues that smart successful ASCs will be those that act as their own best advocates She remarks that p':,admiration
b'Perhaps its bc he would be flying immediately after leaving the hospital Or bc hes considered vip ':,neutral
b'Pretty crazy that happened to me again If they only knew the whole story ':,admiration
b'Reduce unacceptable wait times for patient':,neutral
b'Right What did people do when they were bored in the hospital before social media ':,curiosity
b'RU using fascia iliaca blocks for those I can teach Tod how to do them DrTLR':,curiosity
b'savor all times with those you care about and love ':,love
b'So part of me is disappointed in myself for not being more confrontational in those moments and part of me is just':,disapproval
b'Thanks Denise it was a bit of a setback but Im on the road to better times now Take care yourself ':,gratitude
b'Thanks for the Retweet ':,gratitude
b'Thanks for the Retweet ':,gratitude
b'That do in Northumbria too Jane ':,neutral
b'That would be my hip Great surgical team ':,admiration
b'Thats funny I often think about BOTH of Carlas hips Hoping shes OK post surgery though ':,amusement
b'Thats kind of you Joe Ive had a bit of a time these past couple of months but Ill fight back althoug':,neutral
b'The same applies to pregnancy and delivery They used to hold mothers in hospital for a week or mor':,neutral
b'They can And not wait as long Dont make stuff up ':,neutral
b'Think LIFE and LIVING James Scott we keep those whove gone before alive in our thoughts and conversations whenever we want ':,neutral
b'This is ambitious I was relatively young for this procedure early 40s but there was no way I cou':,confusion
b'This is how older Aussies are outsmarting the health insurers and saving big ':,neutral
b'Unless SimonWe65482771 is doing the stair test on them Ask him about that story ':,neutral
b'uurrrggghhhh sounds horrific but seems to have been positive if you walked the same day ':,curiosity
b'Waiting is not the same thing as not getting anything A hip replacement isnt a terminal illness ':,disapproval
b'We are always excited to read about same day knee replacement Our great team of physios have develo':,admiration
b'We rarely see hip replacements in PT bow unless there is an issue ':,neutral
b'Where does she rehab Is the hospital setting up pts who are now immobile for weeks with proper home':,neutral
b'Whos Joe pal ':,neutral
b'Wow thats simple Thank you x':,gratitude
b'Wow wheres that year gone I remember you posting after the op hope alls good now':,optimism
b'Yeah but if I lived in the USA I would be out of the hospital almost as soon and for only about 100 000':,neutral
b'Yeah Im not sure I want to go home the same day if I need hip replacement surgery ':,confusion
b'yeah thats who it was Hes a little dry but hes a helluva Dr':,neutral
b'yes i hope so too that would be very good just briefly is fine ':,optimism
b'yes it is ':,neutral
b'You just gotta do what you gotta do I think the great Tommy Pickles once said something along those lines ':,admiration
b'Your boxer temperament helped you in tennis and in life Keep yourself strong':,neutral
b'Very interesting article':,admiration
b' EricRumsey NPRFood eating well cant prevent cancer but it is the best way to prepare':,admiration
b' For some Bipolars but I know what you meant ':,confusion
b' hcoleman15 its not too late for you ':,neutral
b' NPR':,neutral
b' NPR Its here':,neutral
b' NPRFood Better stated Will a diet high in fruit vegetables beans whole grain amp nuts prevent cancers Yes ':,neutral
b' SurvivorFanRach':,neutral
b'A Diet High In Fiber May Help Protect Against Breast Cance':,neutral
b'AKA sugar is bad Fiber attaches to sugar ':,neutral
b'and annual mammograms at 40 ':,neutral
b'Breast Cancer affects a lot of people If it could help prevent it thatd be amazing ':,admiration
b'Good question Fiber may actually prevent the progression of prostate cancer':,admiration
b'hey My uncle has leukemia and needs platelet donor Is in Minneapolis Must be b negative Can you help amplify message Thx ':,approval
b'no edamame the article suggests fiber counters estrogen and soy phytoestrogens And annual mammograms for early detection ':,neutral
b'Thank you for sharing about nutrition with your followers ':,gratitude
b'Thanks for the RT ':,gratitude
b'Thanks for the RT ':,gratitude
b'the life of RayManzarek tonight at a SU2C benefit TheDoors songs are classic ':,neutral
b'This message needs to reach around the world Here in peacecorpsnamibia people are dying of cancer and very few people eat F amp Vs ':,neutral
b'Use Monat for a safe hair care products and feel confident about your hair toxicfree askm':,neutral
b'We appreciate the retweet ':,admiration
b'We appreciate you sharing about nutrition Thanks Robert ':,gratitude
b'what pill should they ask their doctor about ':,neutral
b'you mean a good diet is actually beneficial weird':,admiration
b'Thanks for your RT Robert ':,gratitude
b' pknoepfler ViaCyte DrewQJoseph would it be No going back once injected ':,neutral
b' ViaCyte DrewQJoseph An injectable version of Viacytes approach would be a big step forward':,neutral
b' ViaCyte DrewQJoseph Would these bubbles be injectable You mean sub q or systemically ':,curiosity
b' FaFitSake Reuters ok hen ':,anger
b' of course you dont consume sugar while sleeping ':,neutral
b' Reuters Because you are not eating':,neutral
b' Reuters It is a nutrient deficiency lacy of vanadium and chromium in the diet proven ':,neutral
b' Reuters Might be the greatest thing I have ever heard Taking this and running with it ConfirmationBias':,approval
b' Reuters wrphillips21 see ':,neutral
b' youmajamilaNANA s rieux ':,neutral
b'Celebreties hot scandal':,neutral
b'Diablo Type 2 Diabetes Structured Education App worth a tr':,neutral
b'Dont sugar coat the facts Please get involved amp realise why sugar needs cutting diabete':,curiosity
b'I cant think of the link paper but interesting cause some would argue sleeping in causes dysregulation ':,confusion
b'is this a guise of keeping us off bars over the weekends ':,neutral
b'Naaaah We be partying Childrenofmusic':,neutral
b'no media house in the world has never lost public trust like ntv used to cover up':,neutral
b'ntv staff have taken stand to cover up graft through their journalist':,neutral
b'Rest Shabbat Bible is The Truth Torah Is above traditions ':,neutral
b'Thanks for the RT ':,gratitude
b'thanks very much for the RT hope youre having a great week':,optimism
b'The linked study was w a very limited sample size so far from settled science ':,admiration
b'We are having a great week Hope you are as well ':,optimism
b'Having increased water supplies in schools would be a great start ':,admiration
b'Join host Sara Vance at our MetabolismSummit online amp free Feb1':,neutral
b' keaneswoody81 its incredible isnt it Thank u hope ur ok xx':,optimism
b'an mser my current battle is the closure of my local A amp E guardian can you help us ':,neutral
b'remarkable ':,anger
b'Yes a lovely Panorama and lots of awareness Wouldnt work for my MS but maybe one day ':,approval
b'yes I was impressed amazing understates the results for those who benefitted from the trials amp hope grows ':,optimism
b' nytimes Im sorry to hear Unfortunately I do many breastreconstruction cases after a 1st abnormal mammogram DoYourHomework ':,remorse
b' nytimes It will be Once CMS sets the tone insurers will follow ':,approval
b' nytimes Just had a friend dx 40 cant imagine if she waited 10 more yrs ':,neutral
b'and yet my dr says its necessary starting at 35 Still saying no 7 years later and feeling more justified all the time ':,neutral
b'too many experts say too many things If there is genetic factor the recommendations for screening should be better':,neutral
b' washingtonpost Conflict of interest vs health Another reason to privatize medicine give pts facts let them choose ':,neutral
b'Agreed We see many women under 40 as well ':,neutral
b'But it makes them look like they care which to them is actually more important than caring ':,neutral
b'We need to improve our sound bites Medicaid enriches millionaires but cannot provide a doctor when you need one ':,neutral
b' DRUDGE REPORT soon no kids in Australia fertility rate has dropped to 1 8 children per woman':,neutral
b' guardian Wonderful NOT Drug more kids ':,neutral
b' MelissaLDavey All children should have their hair cortisol monitored and if overstressed their living conditions checked ':,neutral
b' MelissaLDavey All well and good but as an educator I know my traumatised cdn but find it near impossible to get help for them':,admiration
b' MelissaLDavey Any more thoughts on this ':,neutral
b' MelissaLDavey Dont need hair samples to tell me theyre producing high levels of cortisol':,neutral
b' MelissaLDavey fascinating more research needed small sample but scope 4 informing greater call 4 early interventions gr8 ':,neutral
b' MelissaLDavey Woah ':,neutral
b' MelissaLDavey Yes it is fascinating I agree ':,approval
b'Cortisol levels in childrens hair may reveal future mental health ris':,neutral
b'fab find Alice ':,anger
b'hair today psychiatric drug addict tomorro':,neutral
b'interesting':,admiration
b'Its something Ive oft pondered ':,neutral
b'Really interesting article have had many DV kids and always wonder about effect of cortisol prebirth from BM and its effects':,neutral
b'thanks for sharing YoungMinds have a great Thursday insight b':,gratitude
b'Very':,admiration
b'What does childhood depression look like It has many faces':,curiosity
b'wow ':,admiration
b'Absolutely ':,admiration
b'And by sustainable easy to follow':,neutral
b'DASH diet healthy with full fat dairy':,neutral
b'thanks for the rt fertility diet can make a big difference':,gratitude
b'Yes Personalize your goals with an RD':,neutral
b' fortifycornflour2016':,neutral
b' NPR amp DDT kills mosquitoes lets look at possible unintended effects of excess folic acid too ':,neutral
b' NPR eating tortillas actually is being linked to hurting babies in the article':,neutral
b' npr gonna dismiss this article off hand because folate is the key nutrient not folic acid which is synthetic':,neutral
b' NPR too much folic acid post fortification could have unintended effect':,neutral
b' NPRFood MarchofDimes US FDA UTAustin Folic acid only has adverse effects':,neutral
b' NPRFood MarchofDimes US FDA UTAustin Mmm I love healthy food ':,love
b' researchers say adding the vitamin to corn masa could help battle higher rates of severe neural tube defects among Hispanics ':,neutral
b' verozaragovia NPR mgodoyh does Folic Acid only fortification dysregulate 1carbon metabolism':,neutral
b'excess folic acid needs to be monitored for safet':,neutral
b'Folic acid reduces risk of spina bifida For those still affected CHOP is pioneering fetal surgery approaches':,neutral
b'Nixtamalized tortillas are much better quality':,neutral
b'these neural tube defects are much more common in births to Latina woman due to the staple of corn flour w no folic acid in their diets':,neutral
b'we need to Monitor folic acid only interventions for possible harmful unintended effects':,neutral
b' ga2683 chequea hijita':,neutral
b' IsraaAbdalla13 ya should try this':,neutral
b' Jean M Maguire Terrific article at the very least 12 mins of yoga a day cannot hurt ':,neutral
b' KABBFOX29 nytimes If I didnt just have back surgery I would try it ':,confusion
b' Nice':,admiration
b' nytimes':,neutral
b' nytimes A rag sheet that arse licks Masters of its vested interests ':,neutral
b' nytimeswell':,neutral
b' nytimeswell I do yoga almost everyday But there are some days when I just cant igotthis like it though':,approval
b' nytimeswell really I will do so ':,curiosity
b' SarahSajohnson posickj PrincipalJ I thought 12 min was better than 120 ':,admiration
b' SarahSajohnson posickj PrincipalJ will do Once I feel my arms again ':,sadness
b'12 minutes of yoga for better bone healt':,neutral
b'Absolutely Get your yoga on folks It does a body good ':,admiration
b'Cant believe you keep pushing this out there when even the article states no significant results Bad health advice shameful ':,disapproval
b'Given that yoga has been practiced for centuries by large populations in India look for evidence ther':,neutral
b'great article thank you for sharing ':,gratitude
b'RT nytimes 12 minutes of yoga for better bone healt':,neutral
b'thanks for sharing The New York Times have a great Tuesday insight b':,gratitude
b'This is a great read thanks for sharing mj':,gratitude
b'tweet article that cannot be read scrolled from nytimes on iPad':,neutral
b'whose 1st 2 call bullshit OK I will':,approval
b'why not follow up with pocket mindfulness evokeyoursenses':,curiosity
b'You walk fast for 12 minutes every day See the magic for health ':,neutral
b'I bet studiers scientists arent ones giving birth Same guys invented mammography lt flattens hurts crushes ca cells HB RN PhD':,neutral
b'thanks for sharing Texas Womens Health have a great Wednesday insight b':,gratitude
b'your best headline NYTHealth Misleading ':,admiration
b' 100CanadianMilk dfc plc Wonder if anyone has figured out the segregation costs and econ feasibility yet US UK anywhere ':,neutral
b' ABCRural getting up at 4am to milk the cows is a sure fire better way to cure insomnia':,neutral
b' ABCRural Yep you were onto this ages ago I think I can imagine the ad campaigns already ':,confusion
b' Farmer Celeste this is fascinating Have not milked at night so dont know if valid ':,confusion
b' joshvbecker ABCRural NZ farmers get paid more for milking at night wonder if Aus companies would consider ':,neutral
b' joshvbecker ABCRural sounds like farming is going back in time ':,neutral
b' MilenaRodba':,neutral
b' ThereIsNothingNewUnderTheSun or Moon':,neutral
b'great RachaeISaunders':,admiration
b'neat new to me':,neutral
b'Not sure if NightMilk sounds really cool really yummy or really inappropriate ':,confusion
b'NZ farmers are already onboard ':,neutral
b'Thanks so much D':,gratitude
b'Well said Monty ':,neutral
b'Your gif game is strong today ':,admiration
b'Yup Stabilizes blood glucose so stress hormones arent released to correct the lows Simple and effective ':,neutral
b' LoriLoadholt74 today I saw a CBD responder Massive seizures Unmanageable Stopped cold with hemp oil extract ':,neutral
b' MME JACKSONVIL':,neutral
b' My friend had epilepsy Med Marijuana reduced her seizures from 3x day to about once a month Amazing ':,admiration
b' THEMMEXCHANGE':,neutral
b'thanks for sharing MME have a great Monday insight b':,gratitude
b'thanks for sharing MME have a great Saturday insight b':,gratitude
b' nationalpost but not much longer ':,neutral
b' SAgnew UIOWA':,neutral
b' UppityCancerP JAMASurgery NancyGBrinker 26 month survival for stage iv breast cancer in 2011 unacceptable ':,neutral
b'A study was needed to determine removing as much cancer from a cancer patient as possible extends their lives 300 mil ':,neutral
b'My 40yo otherwise v healthy friend didnt 4 yrs diagnosis to death w a double mastectomy Life can go kick rocks sometimes ':,neutral
b' UCLAstemcell Congrats to Dr Kohn for curing Bubble baby disease through StemCell GeneTherapy From your trainees at UCDavis':,sadness
b'Congrats to Dr Don Kohn from your trainees Jan Gerhard Karen amp Ger at UCDavis and to CIRM for funding Dons important work ':,neutral
b'Thats very good for this child but what about all the children with vascular eds type iv Why doesnt someone cure that problem':,admiration
b'you jan nolta ':,neutral
b' foxnewshealth AstoSecret has helped a lot of women who thought they had problems with fertility to conceive Astrology can help ':,neutral
b' foxnewshealth how i can pregnent my wife pl help':,curiosity
b' foxnewshealth Right and then abort if you dont want the babys sex or if its a multiple birth always an option ':,neutral
b' foxnewshealth SEX ':,neutral
b' Ingrid3270222 Ulrike371 SherInstitute nkMrln899 thanks for the retweet Much appreciated ':,gratitude
b'Thanks for the great article Fertility tech is doing exciting things ':,gratitude
b'thanks for the tweet ':,gratitude
b'Try out our unique astrology app We use complex calculations to show your most fertile day':,curiosity
b'You can use our app to determine babys sex before conceiving The preciseness is 97 7 ':,neutral
